order_item_id,order_id,product_id,quantity,price_per_unit
118,118,343,1,614.47
119,119,258,2,355.2
120,120,459,1,285.69
121,121,441,2,52.01
122,122,246,4,180.38
123,123,46,5,593.34
124,124,628,1,669.78
125,125,44,3,579.63
126,126,255,4,359.34
127,127,1,2,725.82
128,128,370,3,638.1
129,129,19,1,329.22
130,130,622,5,236.44
131,131,490,4,641.24
132,132,496,1,401.58
133,133,98,2,722.75
134,134,261,5,646.35
135,135,304,1,162.03
136,136,671,4,158.58
137,137,403,2,77.36
138,138,24,4,380.13
139,139,578,2,288.18
140,140,138,1,319.25
141,141,221,2,64.91
142,142,519,4,258.42
143,143,70,5,187.37
144,144,513,4,182.58
145,145,222,4,707.37
146,146,643,5,174.75
147,147,209,2,657.93
148,148,655,1,179.91
149,149,547,1,194.82
150,150,97,2,393.4
151,151,112,5,67.35
152,152,220,2,284.91
153,153,216,1,323.85
154,154,371,2,184.23
155,155,265,2,89.85
156,156,596,4,634.94
157,157,159,1,266.25
158,158,655,4,179.91
159,159,81,5,648.56
160,160,439,3,297.86
161,161,367,1,169.37
162,162,104,5,266.49
163,163,45,4,451.74
164,164,344,4,730.05
165,165,198,3,184.2
166,166,216,5,323.85
167,167,297,4,134.91
168,168,552,2,156.87
169,169,351,5,550.23
170,170,34,1,119.69
171,171,606,5,660.66
172,172,541,1,536.14
173,173,648,1,644.73
174,174,700,2,70.66
175,175,624,1,258.17
176,176,597,4,634.32
177,177,506,4,210.75
178,178,509,4,272.91
179,179,381,3,378.06
180,180,698,4,489.09
181,181,259,5,709.69
182,182,228,5,409.54
183,183,576,2,460.92
184,184,252,2,100.71
185,185,417,2,119.94
186,186,764,2,405.62
187,187,392,3,341.52
188,188,89,1,560.22
189,189,302,2,133.45
190,190,372,3,26.41
191,191,674,5,319.05
192,192,704,3,128.88
193,193,256,5,238.53
194,194,748,2,286.63
195,195,247,5,33.15
196,196,604,4,181.45
197,197,360,2,400.81
198,198,547,1,194.82
199,199,721,5,268.8
200,200,355,5,302.53
201,201,584,3,152.5
202,202,185,1,495.53
203,203,598,5,219.74
204,204,368,4,715.61
205,205,296,2,233.0
206,206,382,5,483.25
207,207,263,1,104.72
208,208,159,4,266.25
209,209,291,1,372.15
210,210,269,2,483.09
211,211,169,3,125.59
212,212,41,3,67.26
213,213,721,4,268.8
214,214,59,2,731.89
215,215,125,2,638.31
216,216,694,2,425.47
217,217,268,2,492.28
218,218,655,2,179.91
219,219,605,2,193.22
220,220,219,1,381.78
221,221,460,5,106.23
222,222,714,3,329.48
223,223,257,5,734.46
224,224,91,1,380.08
225,225,749,5,706.54
226,226,148,4,64.39
227,227,334,1,506.19
228,228,123,5,41.82
229,229,240,2,625.15
230,230,346,3,357.57
231,231,752,4,723.63
232,232,467,1,636.28
233,233,285,4,567.78
234,234,688,5,134.15
235,235,745,1,717.9
236,236,311,4,241.65
237,237,647,3,233.61
238,238,367,5,169.37
239,239,503,2,589.54
240,240,757,4,475.0
241,241,495,4,208.95
242,242,125,1,638.31
243,243,514,2,544.2
244,244,679,1,253.26
245,245,447,4,568.11
246,246,522,1,547.75
247,247,484,3,95.85
248,248,734,2,52.81
249,249,66,5,502.97
250,250,282,2,569.01
251,251,181,1,263.75
252,252,13,4,447.17
253,253,86,2,467.01
254,254,383,2,47.01
255,255,460,3,106.23
256,256,703,4,551.16
257,257,161,2,298.32
258,258,647,1,233.61
259,259,78,2,337.45
260,260,14,1,653.52
261,261,576,4,460.92
262,262,495,5,208.95
263,263,734,3,52.81
264,264,369,1,155.66
265,265,235,4,457.63
266,266,305,5,640.9
267,267,85,4,725.53
268,268,575,1,446.24
269,269,645,5,330.33
270,270,667,5,148.63
271,271,370,3,638.1
272,272,334,3,506.19
273,273,293,1,714.4
274,274,292,1,644.19
275,275,21,5,32.58
276,276,458,1,209.62
277,277,195,2,502.59
278,278,765,2,692.99
279,279,362,1,285.33
280,280,79,4,469.92
281,281,292,1,644.19
282,282,192,5,303.03
283,283,133,3,37.58
284,284,197,1,367.33
285,285,378,1,381.19
286,286,264,2,323.36
287,287,347,4,573.57
288,288,54,2,547.68
289,289,590,5,133.09
290,290,162,1,128.84
291,291,522,4,547.75
292,292,430,4,521.67
293,293,67,1,401.55
294,294,483,2,535.14
295,295,431,3,155.3
296,296,650,4,219.51
297,297,568,2,427.88
298,298,28,5,172.63
299,299,556,5,99.8
300,300,149,2,144.28
301,301,160,2,712.63
302,302,228,1,409.54
303,303,485,4,706.97
304,304,470,5,545.53
305,305,683,4,43.99
306,306,93,5,33.3
307,307,126,1,430.67
308,308,476,4,404.7
309,309,91,3,380.08
310,310,399,2,310.22
311,311,558,1,539.72
312,312,121,4,195.56
313,313,519,1,258.42
314,314,214,1,599.4
315,315,423,2,32.56
316,316,62,1,637.95
317,317,401,5,435.24
318,318,170,3,503.19
319,319,339,3,711.18
320,320,116,3,19.34
321,321,486,2,397.67
322,322,183,2,656.84
323,323,429,1,437.4
324,324,729,1,401.64
325,325,345,5,589.89
326,326,59,3,731.89
327,327,371,4,184.23
328,328,100,3,499.08
329,329,756,1,643.75
330,330,560,1,571.75
331,331,116,3,19.34
332,332,494,2,313.2
333,333,523,4,148.95
334,334,554,1,64.92
335,335,337,5,15.79
336,336,270,4,405.31
337,337,200,3,65.62
338,338,196,1,465.0
339,339,182,2,493.71
340,340,285,5,567.78
341,341,164,1,192.84
342,342,659,5,492.09
343,343,238,1,426.83
344,344,516,5,214.84
345,345,267,4,227.26
346,346,616,3,158.73
347,347,611,2,114.16
348,348,403,1,77.36
349,349,573,1,451.39
350,350,422,1,106.71
351,351,556,4,99.8
352,352,247,1,33.15
353,353,355,1,302.53
354,354,3,5,269.4
355,355,71,2,368.52
356,356,35,4,378.84
357,357,220,1,284.91
358,358,664,3,325.86
359,359,448,5,500.12
360,360,260,1,414.75
361,361,198,1,184.2
362,362,737,2,175.34
363,363,399,5,310.22
364,364,362,4,285.33
365,365,39,2,599.55
366,366,34,2,119.69
367,367,422,1,106.71
368,368,222,2,707.37
369,369,206,5,109.6
370,370,253,2,165.48
371,371,330,4,233.25
372,372,218,4,459.94
373,373,326,1,99.3
374,374,91,5,380.08
375,375,684,4,203.08
376,376,297,4,134.91
377,377,719,2,163.34
378,378,281,5,284.55
379,379,746,1,188.76
380,380,524,4,177.62
381,381,258,1,355.2
382,382,267,3,227.26
383,383,243,2,542.79
384,384,451,1,393.62
385,385,528,3,509.72
386,386,562,1,180.81
387,387,359,4,191.3
388,388,466,4,374.59
389,389,330,3,233.25
390,390,521,4,738.66
391,391,48,5,181.29
392,392,753,2,413.42
393,393,44,1,579.63
394,394,425,2,591.0
395,395,9,4,69.51
396,396,741,4,587.36
397,397,753,2,413.42
398,398,580,2,205.71
399,399,44,4,579.63
400,400,27,1,446.28
401,401,537,5,245.53
402,402,631,1,127.64
403,403,116,1,19.34
404,404,703,5,551.16
405,405,549,2,699.27
406,406,482,3,455.94
407,407,456,5,28.41
408,408,517,4,576.27
409,409,146,4,334.58
410,410,696,4,326.43
411,411,629,3,270.96
412,412,87,2,592.86
413,413,710,3,307.98
414,414,313,3,494.78
415,415,40,1,509.64
416,416,398,2,205.53
417,417,706,2,129.21
418,418,125,4,638.31
419,419,270,2,405.31
420,420,49,1,240.36
421,421,244,3,469.97
422,422,646,2,288.39
423,423,517,3,576.27
424,424,185,3,495.53
425,425,148,4,64.39
426,426,101,2,138.06
427,427,57,4,149.85
428,428,32,1,586.32
429,429,288,3,79.0
430,430,644,2,144.63
431,431,711,3,734.47
432,432,458,5,209.62
433,433,429,3,437.4
434,434,750,2,601.66
435,435,455,3,167.94
436,436,686,4,637.98
437,437,611,5,114.16
438,438,645,3,330.33
439,439,565,3,711.74
440,440,62,3,637.95
441,441,186,1,161.59
442,442,587,5,404.89
443,443,561,3,414.25
444,444,394,2,372.34
445,445,451,1,393.62
446,446,127,1,150.9
447,447,512,2,359.89
448,448,281,1,284.55
449,449,602,5,384.25
450,450,139,5,648.67
451,451,688,4,134.15
452,452,580,4,205.71
453,453,741,5,587.36
454,454,271,2,606.84
455,455,585,2,642.76
456,456,338,5,390.42
457,457,500,1,349.25
458,458,92,2,373.47
459,459,286,3,24.48
460,460,698,1,489.09
461,461,570,2,737.14
462,462,456,2,28.41
463,463,124,1,304.59
464,464,91,4,380.08
465,465,636,4,341.67
466,466,655,3,179.91
467,467,662,5,341.44
468,468,3,2,269.4
469,469,351,2,550.23
470,470,755,2,57.95
471,471,722,2,665.76
472,472,361,3,425.49
473,473,94,5,649.06
474,474,91,4,380.08
475,475,722,2,665.76
476,476,661,5,717.79
477,477,12,4,629.16
478,478,643,2,174.75
479,479,233,5,453.03
480,480,562,4,180.81
481,481,205,3,156.9
482,482,507,5,668.79
483,483,438,5,488.24
484,484,560,4,571.75
485,485,648,3,644.73
486,486,109,2,659.04
487,487,378,5,381.19
488,488,477,2,163.08
489,489,181,5,263.75
490,490,631,4,127.64
491,491,70,2,187.37
492,492,83,4,104.94
493,493,182,4,493.71
494,494,34,4,119.69
495,495,462,3,78.51
496,496,763,4,312.25
497,497,661,3,717.79
498,498,452,1,71.18
499,499,202,4,441.13
500,500,685,5,328.14
501,501,159,3,266.25
502,502,685,5,328.14
503,503,570,3,737.14
504,504,378,5,381.19
505,505,33,3,354.99
506,506,582,3,405.57
507,507,292,2,644.19
508,508,173,1,187.06
509,509,711,1,734.47
510,510,729,4,401.64
511,511,719,2,163.34
512,512,493,2,412.23
513,513,555,3,569.96
514,514,458,3,209.62
515,515,566,2,184.25
516,516,129,4,650.88
517,517,743,5,367.49
518,518,608,1,149.7
519,519,762,1,595.06
520,520,637,1,463.85
521,521,107,5,64.75
522,522,255,4,359.34
523,523,228,2,409.54
524,524,109,2,659.04
525,525,391,2,113.4
526,526,220,5,284.91
527,527,304,2,162.03
528,528,292,4,644.19
529,529,323,2,66.84
530,530,738,2,94.14
531,531,276,1,388.8
532,532,284,2,636.59
533,533,88,5,563.61
534,534,729,2,401.64
535,535,581,5,354.28
536,536,49,2,240.36
537,537,682,2,552.25
538,538,747,2,386.6
539,539,624,5,258.17
540,540,374,2,535.78
541,541,445,3,553.19
542,542,710,4,307.98
543,543,633,1,125.31
544,544,461,4,348.83
545,545,691,4,481.86
546,546,119,3,142.41
547,547,589,1,347.97
548,548,126,5,430.67
549,549,594,1,367.19
550,550,293,3,714.4
551,551,497,1,423.62
552,552,88,5,563.61
553,553,595,4,459.67
554,554,684,4,203.08
555,555,120,5,62.84
556,556,347,4,573.57
557,557,587,2,404.89
558,558,257,4,734.46
559,559,276,3,388.8
560,560,111,2,453.25
561,561,584,3,152.5
562,562,634,3,376.98
563,563,37,4,30.06
564,564,234,5,623.53
565,565,28,2,172.63
566,566,635,5,214.32
567,567,546,4,616.29
568,568,235,3,457.63
569,569,300,5,124.06
570,570,110,3,531.97
571,571,486,4,397.67
572,572,710,3,307.98
573,573,509,1,272.91
574,574,136,3,92.52
575,575,338,1,390.42
576,576,726,1,225.99
577,577,178,5,150.72
578,578,504,5,247.45
579,579,296,5,233.0
580,580,86,4,467.01
581,581,222,2,707.37
582,582,728,4,232.58
583,583,159,4,266.25
584,584,150,1,348.7
585,585,457,2,571.0
586,586,298,4,431.24
587,587,708,1,591.47
588,588,481,1,618.06
589,589,227,5,87.28
590,590,136,2,92.52
591,591,509,2,272.91
592,592,675,4,497.08
593,593,390,5,35.23
594,594,252,2,100.71
595,595,689,5,183.03
596,596,75,5,47.66
597,597,65,3,94.39
598,598,271,5,606.84
599,599,659,1,492.09
600,600,75,4,47.66
601,601,720,4,37.04
602,602,66,2,502.97
603,603,738,2,94.14
604,604,573,1,451.39
605,605,698,2,489.09
606,606,65,4,94.39
607,607,559,5,82.09
608,608,572,3,469.78
609,609,218,3,459.94
610,610,192,5,303.03
611,611,734,3,52.81
612,612,45,3,451.74
613,613,486,5,397.67
614,614,433,2,245.94
615,615,125,4,638.31
616,616,384,4,334.2
617,617,232,1,211.83
618,618,73,2,182.0
619,619,330,1,233.25
620,620,662,5,341.44
621,621,535,3,733.72
622,622,397,5,219.34
623,623,279,5,740.85
624,624,512,5,359.89
625,625,62,3,637.95
626,626,302,4,133.45
627,627,604,5,181.45
628,628,696,4,326.43
629,629,645,2,330.33
630,630,582,4,405.57
631,631,516,5,214.84
632,632,655,5,179.91
633,633,213,5,664.34
634,634,646,5,288.39
635,635,35,4,378.84
636,636,290,3,577.8
637,637,477,2,163.08
638,638,56,4,632.94
639,639,429,4,437.4
640,640,51,1,236.81
641,641,551,5,376.97
642,642,639,2,161.77
643,643,162,1,128.84
644,644,310,3,507.9
645,645,259,1,709.69
646,646,378,2,381.19
647,647,133,5,37.58
648,648,56,3,632.94
649,649,717,3,200.04
650,650,32,2,586.32
651,651,645,4,330.33
652,652,235,5,457.63
653,653,351,2,550.23
654,654,487,3,497.64
655,655,306,4,704.41
656,656,224,5,469.22
657,657,172,1,560.85
658,658,232,4,211.83
659,659,718,1,197.3
660,660,244,2,469.97
661,661,600,3,564.75
662,662,441,2,52.01
663,663,457,5,571.0
664,664,486,5,397.67
665,665,617,2,253.88
666,666,256,4,238.53
667,667,138,2,319.25
668,668,622,2,236.44
669,669,369,4,155.66
670,670,413,4,38.74
671,671,432,2,651.45
672,672,528,3,509.72
673,673,460,1,106.23
674,674,584,1,152.5
675,675,25,3,698.25
676,676,633,1,125.31
677,677,427,5,465.11
678,678,148,4,64.39
679,679,108,5,99.07
680,680,695,3,708.36
681,681,453,4,320.4
682,682,469,1,513.62
683,683,147,1,391.22
684,684,192,5,303.03
685,685,502,4,596.92
686,686,10,4,253.5
687,687,731,3,72.07
688,688,608,5,149.7
689,689,514,3,544.2
690,690,707,5,462.12
691,691,98,1,722.75
692,692,739,5,561.81
693,693,200,5,65.62
694,694,86,5,467.01
695,695,442,1,494.75
696,696,563,2,123.14
697,697,100,3,499.08
698,698,33,2,354.99
699,699,650,2,219.51
700,700,687,2,94.34
701,701,663,3,290.01
702,702,26,3,167.61
703,703,728,3,232.58
704,704,537,3,245.53
705,705,377,5,740.09
706,706,283,5,495.19
707,707,383,4,47.01
708,708,585,4,642.76
709,709,429,5,437.4
710,710,598,1,219.74
711,711,654,1,718.02
712,712,370,4,638.1
713,713,141,5,128.9
714,714,562,3,180.81
715,715,273,4,311.64
716,716,673,1,472.15
717,717,327,5,333.48
718,718,31,3,501.87
719,719,385,4,573.63
720,720,16,3,404.04
721,721,596,1,634.94
722,722,224,5,469.22
723,723,159,2,266.25
724,724,331,2,647.49
725,725,675,2,497.08
726,726,521,5,738.66
727,727,584,2,152.5
728,728,703,1,551.16
729,729,354,1,119.34
730,730,286,1,24.48
731,731,225,4,714.28
732,732,589,5,347.97
733,733,83,1,104.94
734,734,376,4,251.08
735,735,677,5,38.45
736,736,572,1,469.78
737,737,325,5,72.97
738,738,277,4,641.41
739,739,321,4,104.9
740,740,180,3,347.58
741,741,622,3,236.44
742,742,735,5,89.0
743,743,538,2,700.61
744,744,337,4,15.79
745,745,252,5,100.71
746,746,98,3,722.75
747,747,758,1,618.36
748,748,716,4,619.9
749,749,244,4,469.97
750,750,532,1,537.56
751,751,449,4,158.18
752,752,684,5,203.08
753,753,269,1,483.09
754,754,284,1,636.59
755,755,316,5,319.92
756,756,569,2,493.26
757,757,246,1,180.38
758,758,411,2,628.9
759,759,259,1,709.69
760,760,214,3,599.4
761,761,655,4,179.91
762,762,455,5,167.94
763,763,583,3,328.89
764,764,682,4,552.25
765,765,682,5,552.25
766,766,648,3,644.73
767,767,626,4,530.31
768,768,180,5,347.58
769,769,3,1,269.4
770,770,285,2,567.78
771,771,717,4,200.04
772,772,418,2,650.31
773,773,403,4,77.36
774,774,209,4,657.93
775,775,334,1,506.19
776,776,191,1,24.09
777,777,495,4,208.95
778,778,705,5,99.77
779,779,622,5,236.44
780,780,709,1,438.99
781,781,99,5,725.33
782,782,161,4,298.32
783,783,497,4,423.62
784,784,461,2,348.83
785,785,170,2,503.19
786,786,485,1,706.97
787,787,677,5,38.45
788,788,25,4,698.25
789,789,12,5,629.16
790,790,68,1,749.73
791,791,653,4,140.56
792,792,650,2,219.51
793,793,632,1,704.78
794,794,477,5,163.08
795,795,233,1,453.03
796,796,719,2,163.34
797,797,264,1,323.36
798,798,606,1,660.66
799,799,543,4,458.26
800,800,759,3,602.31
801,801,76,4,307.84
802,802,363,1,18.09
803,803,654,4,718.02
804,804,58,5,274.56
805,805,511,4,587.37
806,806,255,2,359.34
807,807,20,5,696.04
808,808,285,2,567.78
809,809,200,2,65.62
810,810,345,5,589.89
811,811,498,4,271.27
812,812,113,4,127.38
813,813,764,1,405.62
814,814,245,3,165.96
815,815,153,1,468.76
816,816,256,5,238.53
817,817,682,4,552.25
818,818,452,2,71.18
819,819,444,1,542.14
820,820,78,2,337.45
821,821,676,4,501.42
822,822,361,5,425.49
823,823,345,5,589.89
824,824,435,5,564.44
825,825,672,4,64.25
826,826,384,2,334.2
827,827,460,4,106.23
828,828,10,5,253.5
829,829,596,4,634.94
830,830,548,1,494.29
831,831,396,3,626.24
832,832,151,5,615.75
833,833,178,2,150.72
834,834,508,1,674.06
835,835,35,1,378.84
836,836,163,5,230.53
837,837,656,3,206.53
838,838,676,2,501.42
839,839,657,5,294.72
840,840,557,4,359.19
841,841,25,5,698.25
842,842,195,4,502.59
843,843,335,5,264.96
844,844,305,2,640.9
845,845,371,5,184.23
846,846,266,1,49.36
847,847,45,1,451.74
848,848,752,4,723.63
849,849,102,5,670.46
850,850,36,1,292.14
851,851,268,4,492.28
852,852,88,2,563.61
853,853,105,5,693.76
854,854,451,5,393.62
855,855,676,4,501.42
856,856,288,4,79.0
857,857,386,5,50.95
858,858,738,3,94.14
859,859,672,2,64.25
860,860,663,4,290.01
861,861,401,4,435.24
862,862,92,2,373.47
863,863,59,4,731.89
864,864,259,3,709.69
865,865,213,3,664.34
866,866,217,1,326.55
867,867,199,4,572.99
868,868,739,5,561.81
869,869,626,1,530.31
870,870,525,2,254.72
871,871,606,5,660.66
872,872,262,1,580.15
873,873,652,3,486.06
874,874,428,5,186.3
875,875,94,2,649.06
876,876,71,3,368.52
877,877,542,3,459.93
878,878,573,3,451.39
879,879,747,4,386.6
880,880,676,1,501.42
881,881,137,4,232.23
882,882,539,5,341.46
883,883,761,3,318.83
884,884,245,1,165.96
885,885,334,1,506.19
886,886,685,4,328.14
887,887,277,3,641.41
888,888,313,3,494.78
889,889,543,2,458.26
890,890,440,1,614.12
891,891,561,4,414.25
892,892,359,1,191.3
893,893,450,5,289.17
894,894,325,3,72.97
895,895,463,4,42.12
896,896,157,4,350.3
897,897,334,2,506.19
898,898,198,1,184.2
899,899,534,4,418.69
900,900,424,4,97.02
901,901,688,2,134.15
902,902,346,3,357.57
903,903,347,4,573.57
904,904,11,3,207.63
905,905,361,3,425.49
906,906,614,2,333.69
907,907,598,3,219.74
908,908,671,2,158.58
909,909,653,2,140.56
910,910,409,2,365.19
911,911,89,3,560.22
912,912,652,3,486.06
913,913,118,3,213.75
914,914,178,2,150.72
915,915,231,4,150.38
916,916,674,5,319.05
917,917,147,1,391.22
918,918,664,1,325.86
919,919,467,2,636.28
920,920,86,4,467.01
921,921,407,1,254.3
922,922,405,3,158.91
923,923,728,4,232.58
924,924,566,3,184.25
925,925,153,1,468.76
926,926,178,4,150.72
927,927,663,5,290.01
928,928,578,5,288.18
929,929,743,5,367.49
930,930,207,4,397.72
931,931,122,5,53.95
932,932,682,1,552.25
933,933,697,1,638.81
934,934,141,2,128.9
935,935,735,4,89.0
936,936,592,4,667.5
937,937,700,3,70.66
938,938,721,4,268.8
939,939,219,2,381.78
940,940,263,3,104.72
941,941,200,5,65.62
942,942,182,1,493.71
943,943,262,3,580.15
944,944,749,2,706.54
945,945,661,4,717.79
946,946,226,2,456.42
947,947,167,3,677.4
948,948,155,1,157.98
949,949,665,1,614.92
950,950,39,4,599.55
951,951,461,1,348.83
952,952,55,4,93.27
953,953,113,2,127.38
954,954,387,3,513.4
955,955,191,1,24.09
956,956,377,3,740.09
957,957,35,1,378.84
958,958,4,1,596.97
959,959,578,4,288.18
960,960,522,1,547.75
961,961,686,4,637.98
962,962,447,1,568.11
963,963,269,2,483.09
964,964,242,3,530.03
965,965,656,4,206.53
966,966,630,3,210.0
967,967,675,2,497.08
968,968,228,5,409.54
969,969,461,3,348.83
970,970,583,1,328.89
971,971,342,5,715.46
972,972,97,2,393.4
973,973,380,2,136.44
974,974,266,3,49.36
975,975,666,4,330.25
976,976,388,2,187.47
977,977,500,3,349.25
978,978,307,1,127.89
979,979,512,5,359.89
980,980,363,3,18.09
981,981,104,4,266.49
982,982,520,5,414.69
983,983,256,5,238.53
984,984,373,2,91.26
985,985,263,2,104.72
986,986,726,2,225.99
987,987,690,5,250.42
988,988,220,3,284.91
989,989,394,3,372.34
990,990,713,1,501.99
991,991,560,1,571.75
992,992,548,3,494.29
993,993,468,5,488.36
994,994,175,1,206.62
995,995,427,3,465.11
996,996,312,4,727.06
997,997,363,5,18.09
998,998,280,1,669.66
999,999,407,2,254.3
1000,1000,392,4,341.52
1001,1001,501,5,246.51
1002,1002,494,1,313.2
1003,1003,3,1,269.4
1004,1004,191,2,24.09
1005,1005,33,3,354.99
1006,1006,638,4,597.66
1007,1007,606,2,660.66
1008,1008,506,1,210.75
1009,1009,590,3,133.09
1010,1010,626,4,530.31
1011,1011,699,2,70.23
1012,1012,749,5,706.54
1013,1013,91,1,380.08
1014,1014,431,1,155.3
1015,1015,298,5,431.24
1016,1016,656,2,206.53
1017,1017,489,3,35.55
1018,1018,157,1,350.3
1019,1019,399,2,310.22
1020,1020,231,3,150.38
1021,1021,598,2,219.74
1022,1022,338,3,390.42
1023,1023,520,4,414.69
1024,1024,503,3,589.54
1025,1025,114,3,436.61
1026,1026,739,2,561.81
1027,1027,638,2,597.66
1028,1028,642,5,196.95
1029,1029,493,5,412.23
1030,1030,755,1,57.95
1031,1031,646,4,288.39
1032,1032,118,2,213.75
1033,1033,347,2,573.57
1034,1034,355,5,302.53
1035,1035,408,2,239.04
1036,1036,178,2,150.72
1037,1037,312,4,727.06
1038,1038,388,2,187.47
1039,1039,547,3,194.82
1040,1040,579,5,215.07
1041,1041,123,2,41.82
1042,1042,253,4,165.48
1043,1043,541,4,536.14
1044,1044,274,4,437.08
1045,1045,198,2,184.2
1046,1046,91,1,380.08
1047,1047,89,2,560.22
1048,1048,649,1,403.51
1049,1049,38,1,386.53
1050,1050,448,3,500.12
1051,1051,735,5,89.0
1052,1052,348,1,75.47
1053,1053,10,1,253.5
1054,1054,91,1,380.08
1055,1055,721,2,268.8
1056,1056,31,2,501.87
1057,1057,728,4,232.58
1058,1058,697,1,638.81
1059,1059,676,1,501.42
1060,1060,195,3,502.59
1061,1061,745,2,717.9
1062,1062,626,3,530.31
1063,1063,573,4,451.39
1064,1064,605,1,193.22
1065,1065,645,4,330.33
1066,1066,585,4,642.76
1067,1067,534,1,418.69
1068,1068,376,2,251.08
1069,1069,644,1,144.63
1070,1070,675,1,497.08
1071,1071,674,4,319.05
1072,1072,8,5,190.56
1073,1073,11,1,207.63
1074,1074,343,2,614.47
1075,1075,603,5,70.53
1076,1076,77,4,77.79
1077,1077,549,4,699.27
1078,1078,117,4,483.27
1079,1079,463,2,42.12
1080,1080,621,1,98.16
1081,1081,514,4,544.2
1082,1082,118,5,213.75
1083,1083,680,2,746.65
1084,1084,652,5,486.06
1085,1085,86,2,467.01
1086,1086,40,4,509.64
1087,1087,597,1,634.32
1088,1088,99,2,725.33
1089,1089,267,3,227.26
1090,1090,222,4,707.37
1091,1091,757,3,475.0
1092,1092,578,3,288.18
1093,1093,750,1,601.66
1094,1094,435,5,564.44
1095,1095,594,2,367.19
1096,1096,8,2,190.56
1097,1097,150,5,348.7
1098,1098,221,3,64.91
1099,1099,521,5,738.66
1100,1100,416,5,298.17
1101,1101,448,4,500.12
1102,1102,260,3,414.75
1103,1103,630,3,210.0
1104,1104,531,5,279.38
1105,1105,725,3,429.44
1106,1106,685,4,328.14
1107,1107,148,2,64.39
1108,1108,186,2,161.59
1109,1109,508,2,674.06
1110,1110,622,3,236.44
1111,1111,685,1,328.14
1112,1112,508,5,674.06
1113,1113,257,2,734.46
1114,1114,622,1,236.44
1115,1115,741,4,587.36
1116,1116,321,1,104.9
1117,1117,2,4,342.21
1118,1118,268,3,492.28
1119,1119,568,2,427.88
1120,1120,496,3,401.58
1121,1121,371,2,184.23
1122,1122,137,1,232.23
1123,1123,493,1,412.23
1124,1124,669,2,640.89
1125,1125,755,5,57.95
1126,1126,61,4,573.03
1127,1127,251,4,128.58
1128,1128,638,5,597.66
1129,1129,38,2,386.53
1130,1130,128,3,146.93
1131,1131,638,5,597.66
1132,1132,145,1,683.56
1133,1133,700,2,70.66
1134,1134,299,5,181.91
1135,1135,395,2,71.39
1136,1136,66,5,502.97
1137,1137,454,4,275.91
1138,1138,671,2,158.58
1139,1139,657,3,294.72
